km,price
149359.085410763,52723.239827474856
147177.05154365874,42963.71367832977
145812.26919995694,5841.392613439573
158313.67924594876,27688.15762599345
154469.49607014057,100824.72810460157
148915.78645500832,47276.51475850785
161561.7949322548,33018.28131135268
158665.6191086624,57290.855696421524
164226.29877554748,47907.63648981055
169585.63304095584,38679.198911812346
145418.344727052,48599.70990871082
155913.67162663906,60996.96152524327
149233.03170059848,48066.154303145464
164899.86159296497,26715.496253288955
158254.0407568257,62048.11427376198
151888.62634463044,67971.85264685826
158999.12876255557,55511.954299090525
152507.1860535494,18818.424363000722
150962.95999917685,83662.06147552498
159598.65708917117,63730.22653745895
167969.2492255623,48184.91343348311
168294.8957590963,27490.747447956448
168931.8902257637,28409.595618383624
164422.70471586045,30787.276692057894
166578.53812760286,57274.58004106204
157291.70703530003,56779.972008715355
157624.97878574982,56027.05428850787
155987.84102180356,48164.736227953916
154742.1502384613,39782.233203146825
157835.27037821378,74585.91869542553
158237.1331717708,31217.184662895783
170654.34128599346,40318.10038347115
165101.67008142124,72307.18280715689
146293.8811520371,68828.75664416577
165630.38247224776,70696.47025461803
166181.40550810486,101453.11583853501
158821.16643415194,56777.167287091244
169556.47159689706,85211.83796872407
171857.58839973126,71043.31766799321
165145.00996427026,18546.662769205752
168407.90018194853,31096.56861186867
165337.89706006707,20825.9926317746
169617.88807494854,26086.044056449413
174012.40966762367,60304.59948553574
159377.61995389184,27605.22123729811
168196.34636713666,41122.473348651365
179671.86641821312,15900.921012670158
165107.5346877352,70151.11366755127
168010.961111642,36560.58601946765
162463.06779252208,34410.44723410321
168919.49286960118,47531.44509356609
177961.7522015952,26926.181409615063
172398.72811390835,36571.25199945785
170080.25245651812,54058.07831586835
169081.64131406316,18207.827682085368
180420.02357359714,47153.9641329427
166788.7280371109,61865.64284490081
162847.9808822351,56729.5702883347
184089.86779371154,60405.4386047162
185196.54747174587,31442.984874340706
177647.57754820198,35778.07334150454
176960.46589826883,75161.21667941693
185557.7480949257,32679.113246561654
186269.2900053736,31987.377697531574
185728.3715651529,45226.94855567441
181432.90088613628,44474.19256509777
172901.61568219954,57055.502712539346
192839.41011548854,35639.68444214377
164788.05052952474,37984.738868135784
165430.88140429033,28591.50904264854
172689.5617788417,34840.18070299632
181556.33800166912,35681.09532241804
178215.52588887612,61884.09494708312
164593.01913003036,35025.140760615104
162892.54792196216,39549.516027546815
183752.67618518168,77334.62981578373
184310.12516148633,37008.51751166951
169723.50756277447,39651.0620153905
172758.23160941293,34807.91344840028
174631.08311599496,29270.76286510835
180419.30409449397,35802.046767963424
189070.17185274523,17698.83582684929
171983.27248363112,146199.8721962776
174239.65689136458,3806.535481669551
180025.66951483185,48963.38503010561
172739.41624454153,25503.623266794202
175554.49166021508,1600.6619020712897
231727.41979928056,70132.842344604
163953.48644171463,7727.450303748112
174380.8383440582,48337.85987230134
175560.69259950952,73031.25155345419
157261.30013120588,71812.77228004698
179154.72463762932,72916.75878987194
182286.67134041947,24182.307595850252
180822.6874211101,25763.274326949646
172388.78968673426,45460.113185211914
186442.44465499528,43492.7518851949
172913.5631787487,50342.58348365457
171672.40406362378,30129.551317239966
195111.92992845734,26975.417633961
186643.66202520288,20384.345060813997
191742.6202155536,73163.27993465983
197244.8787883131,45284.06271522065
169422.81038537188,30214.124155610243
184060.1463993897,21096.37704627822
180151.72525559165,35472.80942733728
178148.5684245846,55632.688157768374
184543.5435037266,35067.0835788519
189717.26799254832,35966.4542831737
192308.21411565747,47487.3705560364
192171.33270305063,53966.905283487875
202683.99117753963,34925.888337987024
201622.29653100146,34477.182918522114
204400.06502752338,25506.31541201543
214424.01116255583,47689.371520790606
203381.57908782113,17368.685561819082
207149.62601547703,62534.38292912884
207587.5087043501,49800.29256503671
205125.4992336903,28281.862391670686
200905.98026199418,29843.927993990892
212994.0966141392,41846.20911874851
216943.78314676712,29990.8316601109
190040.23648626174,38232.214007267736
183498.05685539963,33157.173940202985
183558.09101843234,10600.29321686424
201096.6479906892,8321.600644186074
180749.42206206155,70720.10421019647
184071.06096984798,31647.736326493374
199138.48732684422,30793.999066427066
186676.62962626526,49086.86407239552
183702.64217955834,14747.824390471455
191159.89995058198,23641.668189280434
201789.75264103085,18374.699454469905
201779.34452316002,17584.347884972605
205565.0792010566,105513.2657640413
217309.2568020275,39859.91170553363
195075.7973598031,32724.03042298474
205626.21613343395,44853.33206471355
212176.96949859767,25382.45196191851
199765.7882513869,5365.833019175394
223575.469956252,16450.420980405695
209698.7424655864,68588.36888120112
216006.35995302687,29301.667260994844
193333.33368953376,28715.810862454702
201168.35196664938,46884.16182374174
195123.0383671192,28077.231778064208
195297.98301567885,15977.797321892218
203173.41224781057,30922.673841052063
179733.7361158986,61018.79285004637
214017.78399988226,33882.25416954183
202941.9673192242,19467.571622826537
193922.0463079929,35806.543378953844
193471.65442449815,14363.621587746304
192901.93833624222,45362.876988669006
203217.15508787145,19923.138903125167
199659.19558778152,4580.9410977736625
197427.5523520077,39493.093065315654
199277.94598864106,22102.1165113145
192913.18671296086,6325.111235202534
195946.39378574028,9998.052759891587
210871.99318185129,206200.15162717816
214129.35529671007,24829.119270634572
196360.7190087979,20534.010196717114
207210.5453380834,39568.16883206428
201599.91608386888,34255.12594642745
197167.4420797927,53373.947792414634
203640.02348094247,35728.85128598485
201129.9597563556,30787.828770678898
198291.44085265824,11379.74343496608
204266.20876510878,47681.20512622857
210868.4686833104,17259.425475553253
194113.89403284143,99058.11152288449
208852.9773990864,38288.784638736826
202142.56951085155,58652.56626925862
178998.38054640402,50446.735412732625
194169.98539319582,45745.894345424844
197522.8487786507,15860.0881681276
210955.0247954367,41300.240431213
204394.16786058422,33870.80249307489
206551.30298854082,18968.68066505331
199338.1812886283,34472.226595666885
200710.77778531596,28046.08250811682
204239.3219679848,35795.15263758831
199804.24189244298,36158.40798385514
201215.9868430479,12387.443547588742
218746.93138077614,41619.42693454221
209631.0428111621,34576.48124206279
202220.17798334657,10348.033802573638
213707.25667554062,11282.751351785015
200907.12595596863,18135.588157559418
213706.7625804291,23804.07903202488
215147.30807813554,27936.50796143209
203535.86157575462,33258.70988778107
217273.71840976735,11392.472811335767
214808.56461542821,23233.421471581183
206203.9548749475,20908.274397210258
216457.75651017405,8225.888263611221
218062.0131268413,22165.734741864304
214018.17733453208,39191.95909682882
204810.71190574512,10083.85312921371
204974.96965732193,34172.29598349509
220971.83380846088,42042.786471273444
217774.80847484022,37830.06344049958
222213.61614976503,37985.11275864753
210782.1150095396,25531.266354932544
209277.88462271256,24137.413463426372
216079.13148789795,38948.658470466165
216930.04533319894,42528.288868349584
219948.6725227901,4934.4233645885415
234420.2018577007,33116.42348542891
220978.0261987095,21393.708245414447
227574.44361665877,5726.233319729838
232016.03215904467,27986.71600906152
228321.1984730025,22014.63796784595
216989.4139835186,37123.048410716474
232890.21142625634,46141.029449750735
231809.7083800498,7478.931180450727
232911.61515279743,31295.868464199415
219388.07412028348,34861.406389851334
217729.97607673603,50815.58128915262
232628.4507150975,4030.3647498592654
236873.4242544808,1124.8610283552844
213685.58586505504,1567.2981023259636
245774.0301881652,17879.06106322391
221521.53794537342,22819.112123949883
188740.20981405664,17922.724945360627
214659.0018420142,49459.957845200086
226336.7882915715,58812.71356159996
222982.80887668763,23824.372273662324
229609.76296295677,21985.704691343926
221723.60980705288,13030.298697936185
222582.89638757688,20052.123792331015
226099.05371107635,21123.460868979786
210673.73439369677,50466.68823520294
230913.46509179275,45363.241429069574
227308.52927234562,55749.56381824946
225763.99924053004,33544.607728514326
226611.94117504384,58600.91246210625
231037.351776269,11624.284356693941
218342.6884431485,79087.08833337412
245122.94038584386,39097.91267032324
215466.6414372636,54398.81119461794
235595.1711794943,31672.942979684703
226929.89675644934,52179.90413212258
226575.60747819062,48160.02091304548
222075.6591221956,44820.65849719775
212283.12408137525,36336.97019130163
220177.7591470493,33963.08947905863
223385.47039003661,38504.9423463807
227660.87146274158,21304.559511406835
238012.68578329866,15568.55804481333
239605.2068342028,22069.00736382049
238141.29413027054,25152.593329994983
241413.66702732968,9976.857397201798
252161.60718923292,29372.180879717038
251148.50022039269,34153.16864562839
240308.60623988629,51446.763254392354
257386.54468553528,18702.1148679762
245822.5736097432,33266.02358376176
228616.271607673,25358.6169262257
233954.94155587864,29260.41694220721
235818.01257920876,28553.17056476318
235521.2572251735,46523.14604838284
231880.39423715067,10071.616314262188
224463.29527296012,14744.474032264163
240421.69346628647,35866.0034235648
252573.3005348541,9933.87596414033
243228.0266000281,21004.61363899144
236593.98941145325,26760.99537518477
239063.22848332842,21022.137295447483
219543.75558864226,8413.828592373598
236416.5448691886,27761.324723236663
241505.55523804983,33129.95429863501
242388.06107903985,35763.87130295517
234902.28718186825,19412.878519404007
235633.2188126883,21952.779212818605
232093.1789063384,14884.079982515044
235073.8190423628,30257.068088447624
242947.71760347454,21091.946161920216
227092.78487715736,3819.197346859357
241643.8870306439,29939.128810930288
241477.6458735055,20901.05385505323
240147.13438662578,14219.374939642137
236179.8561021387,7372.568587113745
244484.49928466274,8844.538332870943
247195.832253195,18596.88951997222
239237.38494245138,28157.031968822143
240451.9274113878,26396.544892741447
238847.41576241987,4106.437510463151
249177.4934671587,42628.84082905103
234428.87341184137,2683.556590474356
246151.32528980233,11130.793900884115
244448.1889470899,31060.27934396472
245306.1521807039,37468.708081859026
246191.74975589788,24908.94008615204
226837.05255548662,49567.80328371997
234335.71099024345,18286.040367887457
257362.9432719056,44224.93907809954
238495.08364083906,13141.334468171994
248936.8027430523,45411.1895206723
251687.72187138116,27776.353653443697
246326.471064398,39209.32982330046
267690.1303154237,22143.41764406659
236067.43268033644,23450.168063527482
251490.69869197748,30010.37849111291
252213.86650728897,34366.26787056137
253743.62727262327,20848.367395353114
246431.6818973491,15127.215410453624
254620.04307282245,36478.94808516272
261240.86507915577,55454.47537808321
275708.46169919864,12031.057208059075
253054.98907623187,8803.20033395536
246080.60717822963,6373.019736882976
245152.92469803954,4887.719042141822
260291.6543936472,20268.46733924814
251736.769901701,2272.014282366654
258468.68018048428,59880.675173399155
260313.21102201517,23242.51990764048
247384.95193711048,9067.438097653878
234906.82480569306,6376.7399506280035
269735.00652348687,3217.730674480308
266256.9953142737,11588.305534759511
259237.46143780655,4885.344881981015
241946.73618764037,19046.501619472685
260048.35440773013,45321.80229410382
249872.57978585377,1085.6943912554598
266313.3464098772,37973.2335371714
258789.09955943524,13598.997398832253
252740.89494714225,4849.2406615022555
257087.39278350412,20301.052688734453
253503.697717913,6336.790065750645
260197.7018026995,54596.60864235905
263758.7763240227,6010.0529469095945
264398.0357097133,30667.9195451352
263249.72135419573,11991.7564314256
260374.44508079332,8947.554175756732
271755.61850372655,33522.02422711688
263820.89142065955,20362.768086777844
261669.7333749902,14921.376234914966
266895.46736936574,33426.186400609746
257510.10485230575,27360.943822584944
239051.12149179622,18071.14147369898
278640.8535842047,21790.796463433373
262130.98083373878,10737.825494389455
253474.17898243738,6151.476362262616
252334.48127894217,35046.12682277091
257495.73882543575,12835.455103420796
259702.59805086086,6573.001357028565
268894.44634267315,18446.801669741137
266697.8725853111,8045.146026580245
265114.7507723563,30515.541997668413
262753.30904468783,10684.02569441655
273547.1448924582,43567.910275835704
267757.9452925973,22762.309273120547
252136.16031450193,15452.572551636145
255412.2827247593,7370.769109129373
294610.55672813335,20790.49365173719
280963.24317357887,11762.598650763463
283559.5768482663,26513.016482327348
267290.3431343873,9370.585258637922
262404.0932203468,12461.4184357815
254519.22034721728,18714.49111863077
261879.6839396644,20659.594604019752
275415.4819609125,1294.2075301985533
258172.63225364787,26417.63157242276
266384.1490742219,10498.879015563654
272817.96414627944,5149.1992541568425
280117.4915168174,20771.442468732246
287585.9184855287,7602.743382672588
284391.1867730097,23992.02321921341
296825.7085598529,33549.05279377883
274664.00619506347,29758.303406185652
257861.55867285,16876.68838380651
272371.5527380913,9613.93732715732
276144.583296813,14297.809201505188
277732.22080649406,10656.593936144767
269529.93520161667,72277.9405286769
270469.0409625079,5878.471353419184
276693.5084363015,7212.467811859483
271399.27558960655,20966.581946484435
276164.97063243494,24765.70271236259
279528.71111874783,16205.437940683478
280419.8925295494,2684.1704186263632
279076.6424074833,12565.32314461915
268780.5769406828,32201.901819153576
287182.50067499233,18821.50923293565
267752.45046141156,4461.887889433165
291867.89458201145,9386.920009376754
276959.72181682556,23409.04135735608
278402.74156940926,12674.999479601647
278169.1180477135,15928.848529123872
280637.54398771917,38570.49657019621
